kalimat asli,augmented 1,augmented 2,augmented 3,augmented 4,augmented 5,label
"USER Aahhhh emang goblog weh, ari teu bisa narima mah mending tong boga budak kitu kehed 🤣🤣🤣","USER Aing kesel pisan, goblog teuing sia; ari teu bisa narima mah mending ulah boga budak heula, kehed!","USER wkwk pinter pisan atuh, goblog tingkat dewa weh; narima bae teu bisa, jadi tong sok boga anak, dasar kehed 🤡","USER beuki belegug wae, teu make otak; lamun narima kritik ge teu sanggup, mending ulah mikir boga budak, sia kehed 😒","USER asli tolol parah, teu tiasa narima hal saderhana kieu; udah lah jangan sok punya anak, beban weh, kehed 🙄","USER duh maneh teh bebal, nu gampang kieu wae teu bisa narima; mending tong boga budak heula, kehed atuh 😂",hate speech
"USER anyiiiing si mbee di what-the-fuck-is-that in sama temennya sendiri, lebok siah! gas cepuin ke si mbee kalo dia dikatain sama sesamanya 🤣🤣🤣🤣😭😭😭","Anying si mbee di what-the-fuck-is-that-in ku temenna sorangan, bejad sia! Gas cepuin we ka mbee kalo manehna lagi dihina ku babaturan sorangan 😤🔥","Wkwk anying, si mbee di what-the-fuck-is-that-in ku sobatna sorangan, kasian teuing tapi pantes atuh. Hayu cepuin we ka mbee yen manehna dikatain ku barudakna 😂","Si mbee mah jadi bahan what-the-fuck-is-that-in di tongkrongan, najis pisan. Gas tag we, biar mbee tau manehna lagi digibahin ku sesamana 😏","Anjing atuh, mbee di-WTF-in ku babaturan sorangan, goblog pisan sia. Aing rek cepuin we ka mbee yen manehna keur dihina ku gengna 😹","USER, anying euy si mbee di what-the-fuck-is-that-in ku kawan sorangan, lebok atuh! Gas kirim SS ka mbee, bilarkeun nyaho manehna dikatain ku baturna 🤡📸",hate speech
yg aing makin aneh bahkan org yg cuma sekedar 'temen' atau bisa disebut masih asing aja gada kepikiran kalo aing bakal nyentuh hal kaya gt sedangkan dia?!,"Aing rada heran, soalnya org yg cuma sebatas 'temen', nu masih asing ge, teu kepikiran aing bakal nyentuh hal kayak gitu, tapi dia mah bisa-bisanya ya?","Sejujurnya aing kaget, tapi ya udah atuh; sanajan cuma kenal sebatas temen/masih asing, aing mah moal kepikiran nyoba hal gitu, sedengkeun dia jalan wae—mugia jadi pelajaran.","Wkwk lucu oge, org yg statusnya cuma 'temen' nu masih asing wae, teu kepikiran aing bakal nyentuh hal kyk gitu, eh dia mah sok berani pisan, nya?","Aing jadi bingung jeung rada kecewa; org yg cuma sekedar temen, masih asing pisan, mustahil aing nyentuh hal gitu, sedengkeun dia malah nekat.","Kumaha nya, kerasa aneh we; batur nu ngan saukur 'temen', masih asing pisan, teu aya dina pikiran aing pikeun nyabak hal kieu, tapi dia mah beda jalur.",not hate speech
"dewasa itu kena pelet pesona pria besi dan jurig *melirik Svarog, Screwllum, Lightning Lord dan Aeons*","Kayanya si dewasa itu teh kena pelet, pesona pria besi jeung jurig, atuh... *melirik Svarog, Screwllum, Lightning Lord jeung Aeons*","Wkwk dewasa eta mah kayak kesirep ku pesona cowok besi bareng jurig, euy. *noleh ka Svarog, Screwllum, Lightning Lord, jeung Aeons*","Dewasa itu meureun kepelet pisan sama aura lelaki baja jeung jurig; teu salah kan? *senggol Svarog, Screwllum, Lightning Lord, Aeons*","Serius we, nu dewasa teh kaya kena pelet pesona robot besi plus jurig, sih. *ngedip ka Svarog, Screwllum, Lightning Lord jeung Aeons*","Ah, dewasa eta lagi baper ku pesona pria besi jeung jurig, meuni lucu. *melirik Svarog, Screwllum, Lightning Lord, Aeons*",not hate speech
"Jurig bantal sialan, ga bisa liat ke kanan","Aduh jurig bantal atuh, beuheung kaku, ga bisa nengok ka kanan.","Anjir, jurig bantal teuing, leher kaku pisan, gak bisa liat ka kanan.","Jurig bantal mah, sial bener, teu bisa noleh ka kanan ayeuna.","Hadeuh gara-gara jadi jurig bantal, ga bisa nengok ke kanan, pegal euy.","Duh jurig bantal mode on, beuheung jadi tengeng, ga bisa liat ka kanan sama sekali.",not hate speech
USER goblok aing jg pernah ketemu sm cowo yg gini bilangnya aing dijadiin referensi buat pasangan dia di masa depan,"USER, ngaco we. Aing ge pernah ketemu sm cowo kyk gini, cenah aing dijadiin referensi buat pasangan dia di masa depan.","USER, santuy atuh. Aing oge kungsi ketemu sm cowo model kieu, ngomongna aing teh dijadiin referensi pikeun pasangan manehna engke.","USER wkwk rada lucu sih, aing juga pernah papanggih sm cowo kek gini; katanya aing teh dijadiin “referensi” calon pasangan di nu bakal datang.","USER, ih nyebelin pisan. Aing jg pernah ketemu sm cowo kaya gini, bilangna aing teh dijadikeun referensi pikeun pasangan dia nanti.","USER tenang we, hal kayak gitu mah biasa. Aing oge pernah ketemu sm cowo gini, dia bilang aing jadi referensi buat pasangan masa depanna.",not hate speech
USER ASLIIIII INI AKU MANA SAMPE 32 RB MENIT PANTES AING BUDEG ANJG,"USER ASLI ATUH, INI TEH SAMPE 32RB MENIT, PANTES KUPING AING BUDEG, ANJIR","Sumpah, ieu mah durasina 32 ribu menit ge, pantes aing jadi budeg, anjg","USER, kok panjang pisan sih, 32rb menit teh, kuping aing teu kuat, anjir","Maap USER, tolong atuh jangan kepanjangan teuing, ini 32rb menit, kuping aing sampe budeg, wkwk","Gokil euy, videona sampe 32rb menit, pantes aing budeg pisan, tapi tetep nonton ge, anjg",not hate speech
film jurig nu rame naon nyaa? asa gabut gini hayang lljo film jurig,"Film jurig nu lagi rame naon nyaa, euy? Asa gabut pisan, hayang nonton nu matak deg-degan.","Rekom dong film jurig nu oke, atuh? Lagi gabut keneh ieu, pengen nonton horor.","Nu keur hype film jurig naon sih? Bosen teuing, hayang geura nonton sampe peuting.","Aya saran film jurig nu rame teu, baraya? Asa gabut pisan ayeuna, rek nonton bari ngopi.","Naha aya film jurig anu kacida rame-na? Lagi gabut, hayang nonton sorangan we di kamar.",not hate speech
"aing mmg kuad tuhan, tapi jgn d ksh takdir nelen karet behel jga tuhan","Aing mah kuat pisan ya Tuhan, tapi plis ulah d ksh takdir nelen karet behel deui atuh.","Memang aing kuat, tapi punten Tuhan, ulah d kasih cobaan kudu nelen karet behel, sieun euy.","Aing teh kuat kok, tapi tolong ulah sampe takdirna nelen karet behel lagi, santuy we ya Tuhan.","Kumaha oge aing kuat, tapi jgn d ksh skenario disuruh nelen karet behel, capek atuh Tuhan.","Aing mah kuat we, tapi jangan sampe kudu nelen karet behel dina takdir, please ya Tuhan.",not hate speech
USER BJIR JURIG 😭 sini toel toel sampe bengkak juga bole 😋,"USER bjir jurig atuh euy 😭 sini toel-toel sakedik weh, teu kudu bengkak kok 😋","Aduh USER, kaget siga ningali jurig pisan 😂 sini toel dikit wae, canda atuh 😜","USER wkwk jurig mode on euy 😆 sok atuh, toel sebentar heula, santuy wae 😋","USER kirain jurig maneh teh 😭 haha, mari di-toel sakedapan wae, ulah kasar ah 😅","USER astagaa jurig tea 😂 sini toel gemes weh heula, teu nanaon kok, becanda doang 😋",not hate speech
mumusing wae si anying belegug ih dasar,"Mumusing wae euy, si anying belegug, ih dasar goblok atuh.","Bikin pusing wae atuh, si anying nu belegug teh, ih dasar ngeselin!","Heueuh, pinter pisan euy... si anying belegug mah, dasar bikin emosi.","Anjir, ti isuk keneh geus mumusing wae, si anying belegug teh, teu puguh pisan.","Mumusing pisan tingkah maneh, si anying belegug, ih dasar teu bisa mikir.",hate speech
scroll tl trs ada beungeut ddr dgn jelas gw masih HAH,"lagi scroll tl trs nongol beungeut ddr jelas pisan, gw auto HAH","scroll tl, teu nyangka aya beungeut ddr katingali jelas, gw masih hah ajah","barusan scroll tl, beungeut ddr kaciri teuing, gw mah tetep HAH","pas scroll tl, katingali pisan beungeut ddr, gue teh cuma bisa hah","scroll tl terus, aya beungeut ddr katempo jelas, gw masih yang ""HAH?!""",not hate speech
"Gue gak punya duit aja dichatin sibuk minjem duit😭 yaa Allah andai bisa bantu da dibantu, ini da masalahnya aing ge butuh😒","Gue lagi seret, tapi kok dichat terus minta minjem duit. Astaghfirullah, lamun bisa mah aing bantu, tapi ayeuna aing ge keur butuh.","Maaf atuh, gue beneran gak ada duit, tapi dichatin sibuk minjem. Andai bisa mah pasti dibantu, ngan ayeuna aing ge keur kepepet.","Dompet gue kering pisan, tapi chat teh datangna menta minjem wae 😂 mun bisa mah aing nulung, tapi kumaha, aing ge butuh keneh 😅","Pada ngechat minta pinjem wae, padahal gue teu boga duit kieu. Ya Allah, mun sanggup mah dibantu, ngan kondisi aing ge lagi seret.","Paham sih butuh, tapi gue ayeuna kosong duit. Mun aing mampu mah langsung dibantu, nuhun geus ngabarin, aing ge keur butuh saeutik.",not hate speech
Duh ajg mls banget babi ngerti gksih???? Gue pengen me time pengen keramas trs tidur babi emg koplok,"Ajg capek atuh, babi, ngarti teu sih?! Gue cuma pengen me time, hayang keramas tuluy sare, babi, maneh koplok pisan!","Wkwk pinter euy, babi. Ngarti gk? Gue teh cuma pengen me time, keramas trus bobo, tapi maneh ajg goblok beurat.","Ajg, sia babi beneran ya? Ngarti teu? Gue pengen me time, hayang keramas tuluy tidur, dasar koplok.","Duh ajg mls teh gara-gara babi kaya maneh, ngarti gk sih? Gue cuma butuh me time, keramas trus sare, babi, goblok pisan!","Atuh lah babi, teu kudu bego kitu. Ngarti gk? Gue pengen me time, hayang keramas terus sare, ajg, maneh koplok teuing!",hate speech
"USER USER tuh makan"" harsh words itu sebenarnya, cuma mungkin karena udah biasa kali ya, di orang Sunda udh ga aneh kalo pake kata lebok atau sanguan buat dijadiin candaan, apalagi di kalangan cowo, itu setau ku ya kak 😸🙏🏻""","Sebenernya di circle Sunda mah harsh words teh sering dipake keur bercanda, kaya nyebut “lebok” atawa “sanguan”, apalagi di kalangan cowo; setauku kitu ya, kak. 😸🙏","Menurutku teu maksud ngahina kok, da barudak Sunda sok make kata “lebok”/“sanguan” keur guyonan di tongkrongan cowo; kedengeran kasar tapi konteksnya bercanda. 🙂","Kalo di urang Sunda mah biasa wae, kak—harsh words rada kaceplosan saperti “lebok” atawa “sanguan” dipake buat becandaan, utamana pas nongkrongna cowo. Santuy we. 😅","Jangan kaget heula, di budaya obrolan Sunda teh istilah “lebok” jeung “sanguan” sering jadi bahan joke, jadi kedengeran keras padahal niatna fun wae, utamana di cowo-cowo. 🤙","USER keliatan pake harsh words, tapi meureun ngan kabiasaan di urang Sunda, nu mindeng ngagunakeun “lebok” atawa “sanguan” keur candaan di kalangan lalaki; no hate ya, kak. 🙏",not hate speech
USER USER Bisa jadi yg mengajukan gugatan itu jurig bungkeuleukan..,"USER USER Kayaknya mah nu ngajukeun gugatan teh jurig bungkeuleukan atuh, wkwkwk.","USER USER Serem pisan euy, bisa jadi anu ngajukeun gugatan teh jurig bungkeuleukan, lol.","USER USER Halah, santai we; meureun oge nu ngurus gugatanna teh jurig bungkeuleukan nu nyasar.","USER USER Sugan teh batur, eh ternyata siga jurig bungkeuleukan nu dadakan ngajuin perkara, nya?","USER USER Teu yakin sih, tapi asa nu ngurus gugatanna teh jurig bungkeuleukan, teu katingali ti awal.",not hate speech
"USER naon anying sia buzzer, SALAM WADAS BUZZERRP, salam buat kaisar bapak ramah sekali 😜","USER naon sih, anying maneh buzzer kacida; SALAM WADAS, buzzerRP ngadon hebring, kaisarna sok pura-pura ramah we 😜","USER sia teh buzzer goblog najis, bacotan maneh ngaganggu; SALAM WADAS buzzerRP, kaisar ge ramah teh kamuflase doang 😒","USER aing muak, hidep buzzer bodo teuing; SALAM WADAS-BUZZERRP, kaisarna sok jaim padahal nyebelin pisan 😤","USER naon atuh, buzzer caper bae, anying; SALAM WADAS BUZZERRP, nu sok disebut kaisar mah ramah teh settingan doang 😏","USER anjeun buzzer hina pisan, cicing heula we; salam WADAS buzzerRp, salam ka ‘kaisar’ nu ramahna pura-pura, teu ngageunah ningalina 😑",hate speech
USER Dasar Jurig bau tanah!! Setaaaaann!!!,"USER, dasar jurig bau tanah, setan pisan atuh!","Anjir USER, maneh teh jurig bau tanah, setaaaaann, nyebelin pisan euy!","USER, haduh jurig bau tanah vibes, setanan pisan, jijik ningalina!","Eh USER, cara ngomong maneh kaya setan, jurig bau tanah, kesel abis!","USER, kieu mah jurig bau tanah level maksimal, setan wae sieun!",hate speech
"LU MEMPERSULIT ANAK ORANG LAIN, ANAK LO DI PERSULIT JUGA HIDUPNYA ANJINGGGGG, BOTY BABI SUMPAH, GUA BENCI LAHIR BATIN SAMA LU, GA BAKAL GUA MAAFIN BANGSAT SAMPEK KAPAN PUN, SUMPAH BOTY SAMPAH ANJINGGG, GAK SUDIK GUA DEKET"" SM LU BOTY KANJUT","Maneh nyusahin budak batur, sing susah we hirup anak maneh, anjing! Boty babi sumpah, gua muak lahir batin ka maneh, moal gua maafin, bangsat; boty teh sampah anjing, teu sudi gua deket2 jeung lu, boty kanjut.","Gua teu heran, lu boty tukang nyusahin anak orang; dasar anjing, babi. Inget ya, moal aya ampun ti gua, benci pisan ka maneh. Enyah jauh2 atuh, boty kanjut, jijik gua.","Heh sia, nyusahin anak orang lain teh pinter pisan? Sing nyaho, anak lu ge moga kakeuheul hirupna, anjing. Gua moal maafin nepi ka kapan oge, bangsat; boty teh sampah, ulah deket2 ka gua.","Sia teu boga hati, ngaganggu budak batur. Anak maneh ge sing kabales susahna, anjing! Gua benci pisan, boty bangsat babi, moal aya maaf, ulah ngaharep hampura ti gua, boty kanjut.","Lu boty bejad, nyusahin anak orang. Sumpah gua muak pisan, sia teh sampah anjing babi; moal gua hampura salilana. Jauh2 ge, ulah sok deket2 ka gua, boty.",hate speech
"seperti biasa, aing selalu diarahkan melewati rute yang jauh, garinjul dan apruk-aprukan, baru bisa sampe tujuan","Saperti biasa, aing mah sok dialihkeun ngaliwatan rute nu rada jauh, garinjul jeung apruk-aprukan, kakara bisa nepi ka tujuan.","Udah kebiasaan we, aing dibawa muter ka jalur leuwih jauh, garinjul-aprukan heula, terus kakara nepi ka tujuan.","Siga biasana, urang kudu ngalewat rute nu muter, rada garinjul jeung apruk-aprukan, tapi syukurna tungtungna nepi keneh.","Tiap kali oge, aing teh diarahkan ka jalan nu jauh pisan, garinjul bari apruk-aprukan, nepi-na ka tujuan sok telat saeutik.","Yaudahlah, template perjalanan aing: rute jauh, garinjul, apruk-aprukan sakumaha biasa, nu penting ah ahirna nepi ge wkwk.",not hate speech
yg bikin karin bikin surat permintaan maaf tu ya kebanyakan blueshy koplok semoga karin sama ljw langgeng sampe nikah biar lu makin kebakaran jenggot dasar jenglot,"Kayana nu nyuruh Karin nulis surat permintaan maaf teh gara-gara blueshy nu rempong, nya. Semoga Karin jeung LJW langgeng nepi ka nikah, biar kamu teu usik deui, santuy we atuh.","Yang bikin Karin bikin surat maaf mah sigana fan blueshy nu heboh tea, wkwk. Mugi Karin sareng LJW langgeng dugi ka nikah, supaya maneh teu kabakaran jenggot deui, sok atuh tenang.","Udah lah, nu penting surat maafna Karin beres, panginten kusabab blueshy pada ribut. Semoga Karin sama LJW langgeng tepi ka nikah, urang dukung weh, teu kudu julid, nya.","Punten, sigana tekanan ti blueshy nu loba pisan nu ngajadikeun Karin nulis surat permintaan maaf. Mugi Karin jeung LJW langgeng nepi ka nikah, sing pada sarehat wae, ulah kabawa emosi.","Kira-kira sebab blueshy nu loba ngomel, makana Karin kudu nulis surat maaf, meureun. Semoga Karin bareng LJW langgeng sampai nikah, biar maneh teu panas-panas keneh, santai atuh.",not hate speech
shit jgn bilang aing ke jogjanya pas lagi porak😭😭😭😭,"Anjir jangan bilang aing ka Jogja-na pas keur porak-poranda, sedih pisan 😭","Hadeuh, ulah ngomong kitu atuh, aing rek ka Jogja-na pas lagi porak meuni kacau 😭","Please weh, tong bilang kieu, aing indit ka Jogja-na pas keur kacau teuing 😭","Ya ampun, bisi bener mah aing ka Jogja-na pas lagi porak, asa kesel pisan 😭","Moga-moga teu kieu euy, aing ka Jogja-na ulah pas porak atuh, hayang tenang wae 😭",not hate speech
"USER I'm happy for you, hebat banget kanjut kamu bisa kuliah S1, kanjut yg lain pasti insecure","I'm happy for you, keren pisan euy kamu tembus S1, nu lain mah tong kabawa insecure atuh.","Seneng pisan for you, anjir kamu hebat bisa kuliah S1, nu séjén ge mudah-mudahan teu jadi insecure.","So proud of you, edun euy capaian S1 kamu, sing terus rendah hati nya, batur mah ulah dibanding-bandingkeun, gausah insecure.","I'm happy for you, alus pisan prestasi S1-na, kamu juara euy, nu séjén ge alusna mah jadi termotivasi lain kudu insecure.","Congrats ya, I'm happy for you, gokil pisan euy bisa S1, sing lancar salajengna, nu lain mah santai we ulah ngarasa insecure.",not hate speech
"USER iya kanjut kesel bgt, ngetweetnya mah ""finally my life in peace"" tapi masih keinget gue. tolol bgt si ireng","USER anjir kesel pisan, ngetweet mah ""finally my life in peace"" tapi masih wae keinget gue. Si ireng tolol bgt, nyari ribut mulu.","USER kesel teuing, pusing we; caption-na ""finally my life in peace"" tapi tetep kénéh mikirkeun gue. Si ireng tolol bgt, sok so bijak padahal kosong.","USER kanjut kesel teuing, ngetweet ""finally my life in peace"" bari kénéh nyindir gue. Si ireng tolol bgt, goblok pisan.","USER gaya pisan ""finally my life in peace"", tapi kénéh nyangkut di urusan gue. Si ireng tolol bgt, caper we atuh.","USER katanya ""finally my life in peace"", tapi masih wae inget gue, teh. Si ireng tolol bgt, halu pisan.",hate speech
kornet anjir lah cek gue teh pikaseubeuleun sungut na teh siga bae bool hayam anjir lah nyaneh teh hayang naon atuh sia teh jinjja jinjja belegug #항상_승한이_곁에_있을게,"Anjir lah, cek gue teh maneh pikaseubeuleun pisan; mulut sia teh siga bae bool hayam, nyaneh bener, hayang naon atuh? jinjja goblog. #항상_승한이_곁에_있을게","Kornet euy, gue mah muak; sungutna maneh teh kaya pantat hayam, nyaneh pisan, hayang naon sih? sia teh jinjja belegug.","Cicing we atuh, lu teh nyebelin; cara ngomong teh parah pisan, siga bae bool hayam, jinjja sia teh belegug.","Menurut aing mah, ieu jelema teh ngaganggu pisan; sungutna siga pantat hayam, hayang naon atuh? jinjja jinjja goblog. #항상_승한이_곁에_있을게","Sok atuh bacot deui, tapi mulut lu teh kaya pantat hayam; nyaneh pisan, hayang naon? sia teh bener-bener belegug jinjja.",hate speech
Cowo gue minta sticker kanjut kaget dan terkejut tapi sebenernya itu sticker ga gue simpen dan gue tau sticker itu dari cowo yang dibenci cowo gue dan gue ga bisa bilang gue tau sticker itu dari cowo itu dan tidak mungkin juga gue ngechat cowo itu lagi cuman buat minta sticker 😭,"Cowo gue minta stiker “kanjut kaget”, gue mah teu nyimpen. Parahna gue taunya stiker itu ti cowo nu dibenci ku cowo gue. Hese pisan jelasinnya; masa gue kudu ngechat maneh deui ngan ukur menta stiker? Aduh 😭","Tadi pacar gue nanyain stiker kanjut kaget, padahal di HP gue mah teu aya. Tauna dulu dapetna ti cowo nu teu disuka ku pacar gue, jadi teu mungkin atuh gue ngomong kitu. Ngechat maneh deui oge rada teu pantes mung pikeun stiker 😭","Cowo gue minta stiker kanjut kaget, tapi jujur gue mah teu nyimpen. Gue tuh tau stikernya ti cowo nu memang teu disenengin ku cowo gue, jadi bingung ngomongna kumaha. Ngehubungi maneh deui oge asa kikuk pisan ngan menta stiker 😭","Pacar gue nyuruh kirim stiker kanjut kaget, eh stikernya mah geus teu aya di chat. Sialna gue tauna ti cowo nu dibenci pisan ku pacar gue, jadi moal mungkin gue ngaku. Ngechat maneh deui pikeun stiker doang? Duh atuh 😭","Cowo gue pengin stiker kanjut kaget, tapi gue mah teu nyimpen deui. Stiker itu gue tauna ti cowo nu teu sreg di panon pacar gue, jadi mending teu usah diomongkeun. Ngechat maneh deui ngan saukur menta stiker teh teu make akal 😭",not hate speech
jadi kieu barudaks... si Ayako gabisa nge co-host bagi yg berminat jadi co-host silakan dm aing👍 maaci...🥰,"Kieu barudaks, info saeutik: si Ayako teu tiasa jadi co-host heula. Nu minat co-host, mangga DM ka aing, hatur nuhun🙏","Guys barudaks, Ayako lagi ga bisa co-host. Mun aya nu berminat, langsung DM aing wae ya. Maacih pisan! ✨","Punten sadayana, update: Ayako keur teu bisa nge co-host heula. Anu kersa jadi co-host, sok DM ka aing. Hatur nuhun 🙌","Kabar gancang, barudaks: Ayako off co-host heula. Kalo aya nu minat jadi co-host, DM aing wae, moal direpotkeun. Maacihh 🥰","Halo barudaks, jadi kieu: Ayako lagi berhalangan co-host. Nu hayang nyobaan jadi co-host, sok DM ka aing, ulah ragu. Hatur nuhun! 👍",not hate speech
"Kremy koplok, udh tau akun shitper tapi masih aja njalahin Jennie sama Jstan. Goblok fandom goblok, picek mata lu pada","Kremy koplok, udah tau itu akun shipper busuk tapi masih wae nyalahkeun Jennie jeung Jstan. Fandom goblok bener, baca ogé teu bisa atuh.","Atuh Kremy, belegug pisan; udh jelas akun shipper halu, tetep bae nyalahin Jennie sama Jstan. Fandom lu pada tolol, mikir make otak teh.","Kremy teh kumaha sih, akun shipper abal malah dipercaya, terus Jennie-Jstan nu disasarin. Fandom dungu, teu nyaring info heula.","Wkwk pinter pisan ya Kremy, nurut sama shipper receh trus nuduh Jennie jeung Jstan. Fandom busuk mah kitu, ngomong doang teu make logika.","Kremy koplok siah, ngikut akun shipper sampah, Jennie sama Jstan malah dihajar. Fandom bego kabeh, mun teu apal mah ulah bacot.",hate speech
Gw ganti malah skrg nge-goal in 2 lagi dasar jurig 😪,"Anjir gue udah ganti, ayeuna malah ngegolin 2 deui, dasar jurig bangsat!","Gw ganti, terus ayeuna mah maneh nge-goal in 2 deui ya, jurig pisan kamu, ngeselin.","Baru gue tarik, ayeuna nambah 2 gol, dasar jurig sial, nyebelin pisan!","Udah diganti kok ayeuna ngegolin 2 deui, jurig bener lu, bikin kesel teh.","Gue udah switch, eta budak ayeuna ngegolin 2 deui, jurig goblog euy!",hate speech
USER diem koplok wkwk lu mah ngejek gua tai,"USER diem atuh, goblok, wkwk lu mah hobinya ngejek gua, tai!","USER cicing we lah, belegug! Lu mah tiap hari ngejek gua, najis banget.","USER udah atuh diem, tolol, wkwk lu mah ngatain gua mulu, tai lah.","USER diam teh, bego, lu mah ngejek mulu gua, anjir tai bener.","USER cicing atuh, bloon, lu mah ngejek gua mulu we, kesel pisan gua.",hate speech
BRENGSYEEEEEKKKK😭😭😭 AING MAU DISETIRIN LEE CHAN JUGAAA https://t.co/6goghGvNSK,ANJIRRR euy 😭😭 aing teh hayang disetirin Lee Chan ogeee plisss,"Gila pisan atuh 😭 aing pengen disetirin ku Lee Chan ge, iri sumpah",Duh hatiku leuleus euy 😭 aing mah kapan bisa disetirin Lee Chan oge?,Aaak gemes pisan 😭 aing teh mung hayang disetirin ku Lee Chan sakali wae dong,"Please atuh 😭 aing teu kuat, pengen pisan disetirin Lee Chan ge ayeuna",not hate speech
Yang bisa kita ambil dari annabelle adalah pentingnya tidak melakukan perjanjian jelek itu sama jurig,"Pelajaran ti Annabelle teh: ulah sok nyieun perjanjian anu jelek-jelek jeung jurig, bisi nyieun cilaka.","Dari film Annabelle, kita jadi sadar, tong loba gaya, ulah deal aneh-aneh jeung jurig, mending jauhan wae.","Intinya mah, tina Annabelle urang ngarti pentingna nyingkahan perjanjian buruk bareng jurig, supaya hirup aman-aman wae.","Menurutku, Annabelle ngajarkeun hal sederhana: jangan bikin kontrak gelap sama jurig, tong nekat, resikona gede.","Kesimpulanna: ti Annabelle urang kudu eling, ulah neangan masalah ku perjanjian jelek jeung jurig, hade na mah istigfar jeung nyingkahan.",not hate speech
"eh tadi sebel polll td di sociolla aku udh komplen kak shade ini warnanya abis"" malah diomong ""iya emg lagi banyak tester yang abis kak"" LAH MAKSUD AING NIH BUKAN NANYAAAA TP AMBILIN TESTER BARU WOYYYYY MAU NYOBAAA😭😭😭😭😭""","Barusan kesel bgt di Sociolla, aku udah komplain, kak, shade ieu warnana abis. Terus dijawab, “iya lagi pada abis testernya kak.” Maksud aing mah lain nanya, tapi punten, ambilin tester anyar atuh biar bisa nyobaan 😭","Eh tadi teh di Sociolla aku udah komplen, kak, shade ieu warnana kosong. Terus dibilang, “emang banyak tester nu abis.” Lah kumaha, aing teh hayang nyobaan, tolong cariin tester anyar na atuh, pengen test ayeuna pisan!","Duh, di Sociolla tadi rada emosi, aku nanya shade ini kok warnana abis. Dijawabnya cuma, “lagi banyak tester abis, kak.” Ya Allah, maksud aing mah menta dibawain tester anyar, ayena atuh biar bisa nyoba sakedik wae 😭","Kak, tadi di Sociolla aku udah bilang shade ieu warnana abis. Jawabannya: “iya, testernya lagi pada abis.” Sakedik we atuh, bisa ambilin tester anyar? Aing mah rek nyobaan heula supaya yakin.","Tadi sebel pol, di Sociolla geus ngomong ka mbak: shade ieu kosong. Malah dibilang testerna pada abis, kak. Euleuh, niat aing teh lain nanya doang, tapi menta dibukakeun tester anyar woy, hayang nyobaan heula.",not hate speech
"USER USER sekarang udah pindah ke watcher bukan unsolved lagi, scale nya lebih gede, trus ada Vlog behind the scennya, staff yang asalnya percaya jurig jadi skeptik lol","USER USER sekarang udah pindah ke Watcher, lain Unsolved deui; scale-nya makin gede, terus aya vlog behind the scene-na, staff nu tadina percaya jurig jadi rada skeptik wkwk","Mantap, USER USER geus move ka Watcher, teu di Unsolved deui; scalenya leuwih gede, trus aya Vlog behind the scennya, staff anu asalna percaya jurig jadi leuwih skeptis heula hehe","Asli seneng, USER USER ayeuna mah di Watcher, bukannya Unsolved; scale na dibikin gede pisan, trus aya vlog BTS-na, staff nu baheula percaya jurig jadi mikir deui, rada skeptik :)","USER USER teh pindah ka Watcher ayeuna, bukan Unsolved lagi; scalenya di-up gedean, trus aya vlog behind the scene, staff anu tadina percaya jurig ayeuna mah jadi skeptik, lol santuy","Noted, USER USER ayeuna udah di Watcher, moal Unsolved deui; scale na leuwih gede, terus aya vlog behind the scene-nya, staff anu biasa percaya jurig jadi rada skeptik, wkwkw",not hate speech
"Mam apa? Mampussss. seneng bgt bacanya. Hahaha. Gw g masalah y klo dtanya ""kapan"" klo cuma basa basi. Tp gw yakin mrk intens chat. Ngapain coba msh bahas ""kapan""? Dia di-basa basi ""kapan hamil"" aja sakit ati. Eh ini sngaja bgt nanya kapan nikah. Koplok bgt nih cewe.","Mam naon? Mampus lah. Gw mah ga masalah ditanya ""kapan"" kalo cuma basa-basi doang. Tapi sigana maranehna intens chat, kok masih wae bahas ""kapan""? Kamari di-basa-basi ""kapan hamil"" aja nyeri hate, ayeuna malah sengaja nanya kapan nikah. Belegug pisan ieu cewe.","Mam apaan sih? Hahaha, puas euy. Kalo ""kapan"" sekadar basa-basi mah oke, tapi ieu teh jelas niat, intens chat terus, masih nanyain ""kapan"". Ditodong ""kapan hamil"" wae sakit ati, ayeuna nembong nanya kapan nikah. Goblok bener nih cewe, teu peka.","Mam naon atuh? Mampusss. Gw santuy aja sama basa-basi, tapi kieu mah kebangetan: chat intens, terus ngorek-ngorek ""kapan"". Nu kamari ditanya ""kapan hamil"" wae nyelekit, ayeuna malah kapan nikah. Anjrit, bebal pisan si eta cewe.","Mam apa, we? Wkwk seneng bacana. ""Kapan"" kalo basa-basi mah gapapa, tapi ieu mah kayak diarahkeun, intens pisan chatna, ngapain sih masih ngulik ""kapan""? Nanya ""kapan hamil"" aja geus nyakitin, ayeuna sengaja kapan nikah. Ngeselin, koplok tingkat pol ieu cewe.","Mam naon deui? Yaelah, mampus. Jujur gw ga keberatan ""kapan"" basa-basi, tapi katingali pisan maranehna teh intens, tapi masih nyerocos ""kapan"". Kamari wae ""kapan hamil"" bikin perih hate, ayeuna nanya kapan nikah. Ngehe ieu cewe, omonganna teu boga tatakrama.",hate speech
