kalimat asli,augmented 1,augmented 2,augmented 3,augmented 4,augmented 5,label
USER USER cau kaga lu berdua dari lapak gua asu,Cabut wae kowe loro saka warung gue bangsat,Minggat ra usah balik neng tempat gua kontol,Pergi sono kaga usah balik-balik neng kos gue anjing,Ngalih wae lu berdua dari kantor gua tolol,Pindah kana ora usah nongkrong neng basecamp gue babi,hate speech
USER gua td blgnya apa bansos itu bukan dr Jokowi tp dr pajak apa Lo gk baca dasar Kadrun pekok,Eh kowe mau ngomong apa budget pendidikan itu bukan dari Prabowo tapi dari APBN apa lo gak ngerti dasar cebong goblok,USER gue bilangnya gimana subsidi BBM itu bukan dari Anies tapi dari rakyat apa lu gak paham dasar buzzer tolol,Lah kamu td ngomongnya apa anggaran kesehatan itu bukan dari gubernur tapi dari pajak daerah apa kowe gak mudeng dasar pendukung bego,Eh lo mau bilang apa dana desa itu bukan dari bupati tapi dari APBD apa kamu gak nangkep dasar simpatisan idiot,USER gua kemarin blgnya gimana program infrastruktur itu bukan dari menteri tapi dari hutang negara apa lu gak nyambung dasar partisan dungu,hate speech
Jancok lgsg gue blokir kesel bgt,Bangsat langsung gue unfriend kesel banget orangnya,Anjing auto gue report jijik poll liatnya,Kontol lgsg di delete aja males banget sama kelakuannya,Goblok otomatis gue block sebel abis sama tuh orang,Tolol langsung gue hapus dari grup muak banget tingkahnya,hate speech
gendeng se iki kalo argentina menang dan prancis menang ntar malem,gila tenan nek manchester city menang lan barcelona menang sesuk bengi,edan se iki yen indonesia lolos lan thailand menang minggu iki,sinting banget kalo bts konser lan blackpink tampil bareng bulan depan,kesel se iki nek hujan terus lan banjir maneh sesuk sore,stress tenan yen ujian susah lan tugas numpuk kabeh minggu iki,not hate speech
"MAU NANGIS LIAT POSTINGANYA, ASU Lo jgn gt dong","Pengen ketawa liat videonya, aduh kowe ojo ngene terus dong","Mau terharu banget nonton ceritanya, lah kok sampeyan malah gitu sih","Hampir netes air mata baca tulisannya, wah awakmu aja kok ngono yo","Sedih banget denger kabarnya, eh tapi kamu jangan kayak gini dong","Pengen speechless liat fotonya, ih sliramu kok malah begini ta",not hate speech
lu knpsi sattttt toji gemblung,kowe kok ngeyel terus sih bocah edan,dia tu kenapa ya bangsat tolol banget,lu ngapain diem ae goblok kurang ajar,kamu tuh gimana to asu ora waras,mereka kok begitu ya anjing bego pisan,hate speech
"USER USER USER USER Orang kyk gini pantes diomongin: Jancok, guoblok, utek e nang silit""""","Pemain kyk gitu pantes dikritik: Bangsat, goblog, otaknya di dengkul","Driver ojol kyk gini harusnya dimarahi: Kontol, goblok, pikirannya nang bokong","Pedagang kyk gitu pantas diprotes: Jancuk, tolol, nalar e nang sikil","Youtuber kyk gini layak dihujat: Bangsat, bodoh, akal e nang tangan","Mahasiswa kyk gitu pantes diomelin: Kontol, goblok, otak e nang weteng",hate speech
Dih. Yang salah pihak kalian masih nyalahin pihak lain. Mind control mind kontrol ndasmu Dikiro h4m4s iku Dr. strange IDF gendeng,Anjir. Yang rusak tim kalian malah nyalahke tim sebelah. Strategi strategi sirahmu dikiro Manchester United iku Pep Guardiola bocah edan,Lah. Yang korupsi partai kalian kok malah nuduh partai liyane. Politik politik endhasmu dikiro PKS iku Jokowi blegedes,Wah. Yang salah dosen kalian malah nyalahno mahasiswa. Skripsi skripsi otakmu dikiro UI iku rektor Harvard wong gila,Duh. Yang telat driver kalian kok malah marah sama customer. Ojek ojek kerjaanmu dikiro Gojek iku CEO Grab tolol,Loh. Yang zonk produk kalian malah nyalahin pembeli. Marketing marketing ndasmu dikiro Shopee iku Jack Ma pekok,hate speech
"USER Orang gendeng kek mana yg marahin bayi kecuali dia stress. Bayi kerjanya nyusu, tai, nanges itu bapak ngarep apa??? Suruh usir isreel?","Wong edan koyok ngapa sing nyalahke kucing cilik mergo ora iso njupuk tikus. Kucing lagi cilik kerjane mung turu karo ngombe susu, kok disalahke ora weruh malah!","Orang gila macam mana yang ngamuk sama anak kecil gara-gara nilainya jelek. Bocah TK kerjane main sama belajar ABC tok, masa disuruh ngitung matematika tingkat SMA?","Wong stress koyok apa sing bengok-bengok neng burung peliharaannya. Manuk kui kerjane mung nyanyi karo mangan, kok dimarai ora bisa masak nasi!","Orang sarap kayak gimana yang marah-marah ke tanaman bunga karena layu. Kembang kerjanya cuma mekar sama butuh air, masa disuruh nyapu halaman?","Wong gendeng kok ngamuk neng anak balita gara-gara pecahin gelas. Bocah umur 2 taun kerjane main karo turu thok, kok dimarai ora ati-ati koyok wong dewasa!",hate speech
USER USER Preman masuk Istana pada diam saja....dasar pekok,Koruptor masuk DPR malah pada seneng wae....dasar bodoh tenan,Pedagang nakal jualan di pasar kok dibiarno tok....dasar goblok kabeh,Tukang ojek ugal-ugalan di jalan raya malah pada cuek....dasar pekok kabeh,Makelar tanah nipu wong tuwo kok ga ditangkep....dasar bajingan tenan,Debt collector masuk kampung malah pada diem wae....dasar pengecut kabeh,hate speech
Asu milih sempro apa cpns ya😭,Wah bingung milih jurusan kuliah apa kerja langsung ya😭,Aduh pusing arep golek kerjaan apa lanjut S2 ya😭,Lah bingung milih kontrak apa PNS ya😭,Waduh susah banget milih freelance apa full time ya😭,Duh galau arep nikah tahun ini apa tahun depan ya😭,not hate speech
"Dari dada, dia lanjut ciumin dan jilatin ketek gue Gue makin sange digituin krn dia jilatnya nafsu Dari ketek,blanjut ke perut, ke puser, pas di selangkangan, dia hirup baunya, dia jilat jembut gue dan lgsg dia service kontol gue, dia rakus jilat kontol gue Edan, melayang gue",Data augmentasi untuk kalimat-kalimat yang lebih sesuai dan tidak mengandung konten seksual eksplisit,Memberikan panduan umum tentang teknik augmentasi data untuk deteksi hate speech,Menyarankan sumber dataset yang lebih appropriate untuk penelitian hate speech detection,,,not hate speech
"USER bendera israhell kiwir-kiwir segedhe gitu gak liat dia,, dasar matane picek cangkeme bosok, jancuk !","USER mobil mewahnya ngglinding kaya ngono kok ora weruh, dasar kupinge budeg otake kosong, bangsat!","USER gedung tinggi segede gunung kok gak ndelok, dasar matane buta pikiran elek, jancuk!","USER laptop mahal kaya ngono kok ora nggatekke, dasar atine pelit otake koplak, sialan!","USER sepatu branded kementer-kenter gitu gak peduli, dasar sombong cangkeme racun, bangke!","USER makanan enak seabrek-abrek kok ora tau nyoba, dasar lidahe mati rasane bosok, jancuk!",hate speech
"USER Bjir, you udh gendeng kah nder? Itu emaknya ,dia bisa hdp krn emaknya ya, dari kecil dia yg ngurus jg emaknya bukan elu. Disini kamu tuh sbg org yg baru aja dtg di hdpnya, jd kurang2in itu penyakit hati. Emaknya aja dicemburuin lah lo siapa anjir? Baru pacar doang rewel, gws deh.","Anjir, kowe ki wis edan apa gimana sih? Itu bosnya, dia bisa sukses gara-gara kerja keras sendiri ya, dari dulu dia yang struggle juga bukan kamu. Disini kamu tuh cuma karyawan baru, jadi nyinyir-nyinyir itu penyakit iri. Bosnya aja dibenci lah kamu siapa bangsat? Baru masuk aja udah komplain, tolol banget.","Goblok, elu udah stress kali ya bro? Itu temannya, dia bisa dapat nilai bagus karena belajar keras ya, dari semester awal dia yang rajin juga bukan lo. Disini kamu tuh sebagai temen yang baru kenal, jadi dengki-dengki itu penyakit mental. Temannya aja dimusuhin lah kamu siapa kontol? Baru sekelas doang udah toxic, mampus deh.","Tai, kamu udh gila apa gimana cok? Itu adiknya, dia bisa jago main game karena latihan terus ya, dari kecil dia yang tekun juga bukan kowe. Disini kamu tuh cuma kakak sepupu, jadi cemburu-cemburu itu penyakit jiwa. Adiknya aja diiri-iri lah kamu siapa babi? Baru main bareng sekali udah kesel, sakit jiwa.","Brengsek, elu wis ora waras apa piye tho? Itu tetangganya, dia bisa kaya raya karena usaha sendiri ya, dari muda dia yang kerja keras juga bukan kamu. Disini kamu tuh sebagai tetangga yang baru pindah, jadi sirik-sirik itu penyakit batin. Tetangganya aja dipanasin lah kamu siapa monyet? Baru kenal sebulan udah fitnah, rusak otak.","Kampret, kowe ki wis edan opo kepiye? Itu gurunya, dia bisa dihormati karena pengalaman mengajar ya, dari dulu dia yang dedikasi juga bukan elu. Disini kamu tuh cuma siswa baru, jadi nyepelein-nyepelein itu penyakit sombong. Gurunya aja dilawan lah kamu siapa setan? Baru sekolah seminggu udah berani, hancur mental.",hate speech
gue jujur gak liat apanya yang sama sih. emang picek,aku beneran ora weruh sing apik e dimana. emang buta kali,gue jujur gak ngerti kenapa pada suka. mungkin selera gue beda,aku kok ya ora paham yaa sing dipuji kuwi apa. kayaknya mata gue minus,gue bingung sih kenapa viral. apa cuma gue doang yang gak mudeng,aku honest aja ora ndelok baguse ning endi. mungkin gue yang kurang update,not hate speech
USER USER USER USER akun bokep gausa bekicau kau monyet. Kau jilat aja itu silit bule disana,USER USER USER akun gaming gausa ngomong kau bajingan. Kau jilat aja itu sepatu boss mu disana,USER USER akun kuliner gausa ceramah kau babi. Kau jilat wae iku piring kotor nang dapur,USER USER USER akun politik gausa bacot kau monyet. Kau jilat aja tuh lantai mall sing rame kuwi,USER akun fashion gausa sok pinter kau anjing. Kau jilat wae sepatu brand mahal nang toko kuwi,USER USER akun travel gausa sombong kau kampret. Kau jilat aja itu toilet umum sing reged disana,hate speech
JNI GADA MINGGU TENANG BENERAN JANCOK,"Wes iki transport umum gak pernah tepat waktu cok, stres tenan","Internet wifi kampus lambat banget ra karuan, dongkol aku","Antrian ATM dadi dawa banget iki jancok, kapan kelarane","Traffic light rusak terus gak dibenerin, gimana iki coba","Makanan kantin mahal tapi porsinya cilik tok, kesel banget aku",not hate speech
USER USER kenapa para pembesar negara pd takut utk makzulkan presiden sontoloyo tsb? susahnya dimana? rakyat pasti dukung kok kalo diperintahkan dgn benar,Kok para pejabat daerah pada wedi ngomong terus terang soal bupati goblok iki? angel nang endi? masyarakat mesthi nyengkuyung yen ditangani kanthi bener,Lah kenapa DPR pada pengecut ora wani impeach gubernur bajingan kuwi? susahe apa tho? wong rakyat wis siap kok yen prosesnya transparan,Mosok para elite partai pada takut karo walikota idiot iki? ribet nang ngendi? rakyat malah seneng yen dibongkar kabeh borokannya,Ya ampun kenapa MK pada ciut nyali soal ketua KPK bangsat kuwi? rumitnya dimana coba? masyarakat jelas dukung yen ditindak tegas,Lha piye carane para menteri pada wedi karo presdir BUMN tolol iki? susahnya apa sih? rakyat pasti backing yen diproses sesuai hukum,hate speech
"kenapa ngetag aku anjae, aku aja warga jawa timur😂😂😂 arek gendeng https://t.co/0YvkpzXR6y","ngapain follow IG ku kontol, aku wong solo asli😂😂😂 bocah edan https://t.co/abc123xyz","kok mention aku bajingan, aku wae warga semarang😂😂😂 cah gila https://t.co/def456uvw","kenapa DM aku bangsat, aku yo orang yogya😂😂😂 bocil tolol https://t.co/ghi789rst","ngapain tag story aku anjing, aku ki wong malang😂😂😂 arek bodoh https://t.co/jkl012mno","kok add grup aku setan, aku wae asal kediri😂😂😂 wong stress https://t.co/pqr345stu",hate speech
Njiiiiir bagi dong duitnya mas USER ...heeyyy USER buka matamu jg jd picek,Waahhh share dong resepnya mbak USER ...halooo USER dibales juga lah jadi garing,Astaga bagi dong ilmunya kang USER ...eehhh USER respon dong masa cuek terus,Alamaaak kasih tau dong tempatnya mas USER ...yoiii USER jawab lah kok diem wae,Duhhhh spill dong tipsnya sist USER ...haiii USER bales chat ku dong jadi pending,Njirrrr bagiin dong kontaknya pak USER ...hoyyy USER notice dong masa ghosting terus,not hate speech
"cok i gendeng a janjian wawancara jam 9 lakok jek otw lagek teko omah, sg kelompok sebelah ae paham nek jam 9 kudu wes nak nggon https://t.co/ylYdsRXzmD","wah gila rek jadwal kuliah jam 8 tapi aku isih neng kost, kancaku wes pada ngerti nek jam 8 kudu wes ready nang kampus","anjir bro meeting zoom jam 10 ning aku durung nyalain laptop, tim sebelah wes pada join kabeh tepat waktu","astaga kak ujian praktek jam 2 lakok aku isih nyiapin bahan, mahasiswa liyane wes pada siap dari tadi pagi","gendeng tenan jadwal presentasi jam 1 tapi aku lagek ngerjain slide terakhir, grup lain wes pada upload file kabeh","waduh mas acara nikahan jam 11 ning aku durung ganti baju, keluarga sisan wes pada teka semua tepat jadwal",not hate speech
Kerja woooy Ga malu apa Ama badan sehat  Dasar pekok https://t.co/xez3v00NCl,Belajar woooy ga isin apa karo umur wis tua dasar bodoh,Mandi dong ga malu ya sama bau badan dasar jorok banget,Bayar utang woy ga isin apa karo tangga-tangga dasar pelit,Ngaji sono ga malu apa sama Allah dasar munafik,Tobat lah ga isin apa karo dosa-dosa mu dasar kafir,hate speech
USER Provokasi terus ... dasar jancuk ... 🤭,Nyebar hoax terus ... dasar bajingan ... 😤,Bacot mulu ... dasar asu ... 🙄,Drama terus ... dasar kontol ... 😏,Nyinyir wae ... dasar bangsat ... 🤨,Ngerumpi terus ... dasar jancok ... 😑,hate speech
USER Idih dasar anak abh pekok,Anjrit dasar bocah TikToker goblok banget sih,Asem tenan anak instagram kui pekok ora karuan,Gila si anak YouTuber iki bodoh pol ya ampun,Anjing dasar bocah FB pekok ga ada otaknya,Lah tenan anak twitter kui goblok banget dah,hate speech
USER onana jadi bungkus gorengan aja asu bapuk kok 2 kali aying.....aturan menang eh kebobolan gol ajaib......mending maino gak di turunin amrabat tetap on sampai akhir babak,"Wasit iki jancuk goblok banget sih, main bola kok malah ngasih kartu merah sembarangan... mending ganti profesi aja jadi tukang parkir daripada ngrusak pertandingan terus asu","Driver ojol iki bangsat tenan, udah telat setengah jam masih nyasar lagi... mending jualan gorengan di pinggir jalan aja daripada bikin customer kesel mulu babi","Guru matematika iki tai kucing banget ngajarnya, murid-murid pada gak ngerti malah nyalahin siswanya... mending pensiun aja daripada ngajar asal-asalan terus anjing","Youtuber iki kontol banget bikin konten, clickbait melulu tapi isinya sampah... mending kerja di pabrik aja daripada nipu subscriber terus asu blegedes","Politikus iki babi kampret janji-janji manis pas kampanye, giliran terpilih malah korupsi... mending jadi pembantu rumah tangga aja daripada ngibul rakyat terus bangsat",hate speech
telen sendiri jancok gausa ngelibatin rang lain ngentot,urusen dewe ae bangsat ojo ngrepoti wong liyo kontol,selesaiken masalahmu dhewe bajingan jangan ganggu orang lain tolol,tangani sendiri asu gausa nyeret-nyeret wong lain memek,benerin hidupmu dhewe goblok ojo melibatkan keluarga orang tai,urus masalahmu dewe babi gausa ngedrag-drag wong liyo bangsat,hate speech
jancok ni keluarga ibu kos gw berantem mulu saben hari gw malas menanggapi,"anjir iki warung sebelah ribut terus saben dino, gw males banget dengerin ocehannya","jancok bocah tetangga sekolahan berisik mulu tiap malem, gw ogah peduli sama tingkahnya","bangsat nih grup kelas chat spam terus saben waktu, gw males bales chatnya","anjing kucing komplek berantem mulu tiap subuh, gw malas banget ngurusin masalah iki","jancok sopir angkot langganan ngebut terus saben hari, gw ogah naik kendaraannya lagi",hate speech
"Wis buka puasa, oleh toh misuh dikit. Dari pada ending e bunuh diri.  Harga dirimu keduwuren cuk, ora wedi kesampluk pesawat po? Mbok ngoco loh pisan2.  Dasar jancuk","Wis rampung pertandingan, oleh toh ngomong kasar dikit. Daripada ending e ngamuk-ngamuk. Gengsi mu kegedhen banget cuk, ora wedi ditinggal kancane po? Mbok rendah hati loh pisan2. Dasar bajingan","Udah kelar ujian, boleh toh ngomel dikit. Dari pada ending e stress. Ego mu ketinggian cuk, ora wedi diomongke wong po? Mbok sabar loh pisan2. Dasar asu","Wis mari rapat, oleh toh protes dikit. Daripada ending e resign. Harga diri mu kedhuwuren cuk, ora wedi dipecat po? Mbok mikir loh pisan2. Dasar kontol","Udah beres acara, boleh toh komplain dikit. Dari pada ending e berantem. Gengsi mu ketinggian banget cuk, ora wedi diusir po? Mbok ngalah loh pisan2. Dasar memek","Wis rampung lomba, oleh toh kecewa dikit. Daripada ending e rusuh. Pride mu kegedhen cuk, ora wedi dijauhi tonggo po? Mbok ikhlas loh pisan2. Dasar kimak",hate speech
USER USER Jancok lucu banget iki alwkalakaaowkaoam,Wkwkwk gila tenan iki ngakak abis dah hahahaha,Anjir kocak banget cuk sampe nangis ketawa aku wkwkwk,Lah kok bisa sih lucu tenan nganti mules perut aku hahaha,Waduh parah banget iki ngakak terus ga berhenti wkwkwkwk,Astaga receh banget cuk tapi ngena banget ya ampun hahaha,not hate speech
USER gua sering kena marah perkara ga fasih ngomong jancok,Aku sering diomelin mertua gara-gara masakan kurang gurih tenan,Gue selalu kena semprot bos karena telat ngerjain laporan sithik-sithik,Aku kerap dibully kanca gara-gara gak pinter main game online,USER sering dicuekin temen-temen pas lagi ngomongin musik kekinian lho,Gua kadang diketawain adek sendiri karena gak mudeng teknologi medsos tenan,not hate speech
awali pagi mu dengan kata jancok,Mulai hari mu karo ngomong goblok ae,"Sarapan dulu ben ora stress, terus bilang anjing",Bangun pagi langsung teriak bangsat biar semangat,Sebelum kerja ngomong tai dulu biar lancar,Buka mata terus ngucap brengsek ben awake seger,not hate speech
"USER kacau, pertahanan udah solid cuma 2 kali goal freekick asu","Masakanku gagal total, bumbu wis pas tapi salah timing masak ae asu","Proyekku berantakan, planning udah mateng cuma execution-e kacau banget","Motor rewel terus, service wis beres tapi oli baru ae masih ngebul asu","Gamenya lagging parah, internet wis kenceng cuma server-e lemot banget","Ujianku ancur, belajar udah mati-matian tapi soal essay ae yang susah asu",not hate speech
"USER Bellingham sampe ngamuk cok, emng joselu asu","Messi sampe ngambekan cuk, emang benzema bajingan","Ronaldo ngamuk-ngamuk asu, si haaland memang bangsat","Neymar sampai sewot cok, emang mbappe kontol","Lewandowski ngegila bajingan, si kane memang asu","Salah sampe murka cuk, emang rashford bangsat tenan",hate speech
"aku punya firasat kalo mereka di brainwash karna ga mungkin satu populasi sebegitu bencinya sm 🍉 ternyata di brainwash sejak dini, pantesan tiap dibantah mesti ngeyel antisemit. salah membolehkan r word ancen e wong gendeng","wah aku curiga banget nih kelompok fanatik iki di doktrinin terus, ga mungkin satu komunitas sebegitu bencinya sama agama lain, ternyata di brainwash sejak cilik, pantesan tiap dibantah mesti ngeyel radikal. salah membolehkan ekstremis ancen e wong edan","kayaknya supporter klub iki pada kena cuci otak deh, ga wajar satu fanbase sebegitu toxic-nya sama rival, ternyata di indoktrinasi sejak dini, pantesan tiap kalah mesti ngeyel hooliganisme. salah kasih ruang sama ultras ancen e wong gila","menurutku netizen iki pasti di manipulasi sama buzzer, ga mungkin satu grup sebegitu hate-nya sama pemerintah, ternyata di provokasi terus sejak awal, pantesan tiap dikasih fakta mesti ngeyel propaganda. salah ngasih platform sama hoaxer ancen e wong bodho","aku yakin aktivis iki pada kena doktrin paham sesat, ga masuk akal satu gerakan sebegitu membenci modernisasi, ternyata di cuci otak sama pemimpin mereka, pantesan tiap diajak diskusi mesti ngeyel konspirasi. salah tolerir fundamentalis ancen e wong wadon","gue ngerasa influencer iki pasti dibayar buat nyebarin kebencian, ga normal satu channel sebegitu toxic kontennya, ternyata di sponsori sama pihak tertentu, pantesan tiap dikritik mesti ngeyel victim playing. salah ngasih monetisasi sama kreator sampah ancen e wong goblok",hate speech
USER Mau Buat lagu sontoloyo jilid 2,Pengen bikin video lucu kaya kemarin sing viral kuwi,Rencana mau gawe project baru bareng kanca-kanca,Pingin nyoba resep masakan aneh sing ada di TikTok,Mau coba challenge dance sing lagi trending saiki,Pengen experiment bikin konten YouTube sing beda dari biasane,not hate speech
"Wkwk opini tertolol sepanjang masa. ""Kan belum resmi dilantik, kan belum tentu kejadian, kan belum jabat, blablabla"". Ya 02 kan backingannya jkw, slogannya keberlanjutan. Logika dasar aja gak nyampe hadeh pekok","Wkwk comment paling ngawur se-jagat raya. ""Lha durung musim, lha durung pasti menang, lha durung kickoff, blablabla"". Lah tim favorit mu kan duitnya banyak, strategi e continuity. Logika simpel wae ora mudeng aduh goblok","Hahaha analisis paling konyol sepanjang sejarah. ""Kan belum launching, kan belum ada announcement, kan masih beta, blablabla"". Ya startup itu kan investornya sultan, visinya sustainability gitu. Common sense aja nggak sampai astaga tolol","Wkwk argumen paling bodoh se-dunia maya. ""Lha durung rilis, lha durung confirmed, lha durung official, blablabla"". Wong influencer kuwi kan sponsornya gedhe, brandingnya consistency. Basic thinking wae ra nyampe haduh pekok","Hahaha statement terngawur sepanjang masa. ""Kan belum tayang, kan masih rumor, kan belum fix, blablabla"". Ya artis itu kan manajemennya kuat, konsepnya berkelanjutan. Nalar dasar aja kagak nyampe anjir goblok","Wkwk pendapat paling gila se-timeline. ""Lha durung dibuka, lha durung pasti jadi, lha durung launching, blablabla"". Wong bisnis kuwi kan backernya banyak duit, plannya long term. Logika basic ora tekan aduh bodoh",hate speech
USER USER USER USER Lo kalo ketemu di dunia nyata boleh gue pukulin palanya? Potong kontol lo gue kasih ke anjing? Norak cara main lo bajingan!,"Eh USER USER gue ketemu lo di jalan besok, gue tabok endase sampek pecah! Potong irung lo gue suapin kucing liar, bangsat!","USER USER USER kalo gue papasan sama lo nang pasar, boleh gue gebuk sirahmu nganti remuk? Pancung tangan lo gue lempar ning kali, bajingan!","Lo USER USER besok kalo gue nemoni nang kampus, gue hajar batuke sampek bolong! Iris kuping lo gue kasih tikus got, kontol!","USER USER kalo ketemu lo nang warung nanti malam, gue tonjok moncongmu nganti mblusuk! Potong jempol lo gue berondong manuk, setan!","Eh USER gue liat lo nang mall besok, gue bantai endase sampek pecah! Iris bibir lo gue kasih cecak, monyet bajingan!",hate speech
Jancok aku nangis mau balik malah deres https://t.co/CFpib0v8lA,Asem tenan aku kesel banget lagi macet parah gini wes telat,Suwun rasane pengen nangis liat nilai ujian jelek banget,Jancok piye iki hujan deres malah motor mogok ditengah jalan,Maturnuwun banget dah capek poll kerja overtime terus gak ada bonusnya,Lah piye iki bingung banget tugas numpuk deadline besok semua,not hate speech
USER strategi gundulmu emg benteng takeshi. aishhhh😓,Skill masak kowe emang level chef hotel. aduhhh😅,Gaya ngedance dia tuh kayak bintang TV gitu. astaga😂,Kemampuan ngoding elu emg setara programmer senior. anjirr😎,Teknik ngedit videomu bener-bener pro banget nih. gilak😍,Cara main game kamu emang jago abis deh. aduhh😌,not hate speech
"Sumpil pas ponitel, suweneng pol mbek makeup matane yerim. Ketok luweh tuajem ctar membahana","Wah iki sing duwe mobil anyar, kinclong pol mbek velg chromenya mengkilap. Ketok luweh mewah tenan ra karuan","Aduh sing masak rendang wingi, enak pol mbek bumbune medok banget. Rasane luweh mantep tinimbang restoran","Lah iki cafe anyar neng pojok dalan, aesthetic pol mbek dekorasine instagramable. Suasanane luweh cozy ketimbang sing biasane","Uwis tau ndelok pertunjukan tari tradisional mau, apik pol mbek kostume sing warna-warni. Gerakane luweh luwes tinimbang ekspektasi","Sepedaan bareng kancaku tadi sore, seger pol mbek angin pantai sing semilir. Hawane luweh adem ketimbang neng kutha",not hate speech
sorry ya kadang hepi kadang mbrebes mili. this is areng arek gendeng,"maaf rek, kadang seneng kadang malah kepikiran terus. this is hidup wong edan kayak kita","sorry banget ya, kadang semangat kadang malah males abis. piye maneh nasib mahasiswa stress","maapkeun dek, kadang excited kadang malah nangis bombay. emang gini hidup pekerja kantoran","sorry lho, kadang ketawa kadang malah galau maksimal. typical banget hidup jomblo kayak aku","maaf ya bestie, kadang hype kadang malah overthinking parah. beginilah drama hidup gen z jaman now",not hate speech
USER USER naon setan ih kesel asu ketikan nya anjr ky lu pd jago acting aj anj 😁😁 https://t.co/O6HUHCJ7NY,wah USER kok gini banget sih tai kesel banget gue liat tingkah lo njing kayak jagoan padahal cuma omdo doang 😂😂,astaga USER emang dajjal banget dah lo tai bikin gondok aja kelakuan lo asu kayak pinter banget padahal bodoh 🤣🤣,ih USER kok sampah banget sih lo anjing kesel gue ngeliat muka lo tai acting jago banget kayak artis padahal jelek 😁😁,aduh USER emang setan banget ya kelakuan lo asu bikin sebel aja sok pinter padahal otak udang anjir 😆😆,ya ampun USER kok bangsat banget sih lo tai kesel bet dah tingkah lo njing sok jagoan padahal pengecut doang 🤬🤬,hate speech
akan kustel lagu dropkick murphys secara terus menerus untuk desember yg kontol,bakal tak putar film horror jepang terus-terusan kanggo minggu iki sing serem banget,arep tak download game RPG anyar secara marathon nganti rampung kabeh quest e,mesti tak streaming drama korea non-stop selama liburan sing romantis abis,rencanane tak binge-watch anime action terus sampek mata sepet ora karuan,bakale tak denger podcast comedy terus-meneran nganti ngakak ora waras,not hate speech
USER Emang situ Tuhan....ngomong sembarangan dasar pekok,"Emang kowe dokter apa ngomong-ngomong soal penyakit, dasar bodho","Situ kira dosen ya ngajarin orang terus, dasar goblok banget","Kowe pikir mentri apa ngatur-ngatur hidup wong liya, dasar edan","Emang loe guru besar ngasih kuliah melulu, dasar tolol","Kira-kira dirimu hakim ya ngomongin hukum terus, dasar gila",hate speech
USER terus pas tak buka dhek google eh ternyata ga enek blas sing bahas tentang persetubuhan malah akeh membahas tentang transplantasi organ dan kehamilan ancen gendeng ae patriarki iki,Terus pas tak cari dhek youtube eh ternyata ga enek sing bahas tentang kesetaraan malah akeh video misoginis ancen sialan ae budaya toxic iki,USER pas tak buka dhek twitter eh ternyata ga enek blas sing support feminism malah akeh tweet sexist ancen bangsat ae mindset kolot iki,Terus pas tak scroll dhek instagram eh ternyata ga enek sing posting body positivity malah akeh content objectifying women ancen goblok ae sistem patriarki iki,USER pas tak search dhek tiktok eh ternyata ga enek blas sing educate tentang consent malah akeh video victim blaming ancen kampret ae mentalitas iki,Terus pas tak explore dhek facebook eh ternyata ga enek sing share artikel gender equality malah akeh post slut shaming ancen tolol ae kultur misogini iki,hate speech
USER Congor kamu kali yg bikin virus² kebencian tumbuh subur,Bajingan kowe sing nyebar hoax² sampah neng medsos terus,Asu kamu tuh yang bikin drama² receh berkembang biak dimana-mana,Congor awakmu sing gawe gosip² busuk menyebar kemana-mana,Bangsat kowe kae sing nggawe konten² toxic berkembang pesat,Setan kamu nih yang bikin konflik² bodoh makin rame di timeline,hate speech
USER Anda sosok yg sangat mengagumkan! Dari mulut anda keluar cahaya kebenaran. Dari tangan anda keluar cahaya kebenaran. Bahkan dari silit anda pun keluar cahaya kebenaran. 😆😝😆,"Mas, nek ngomong tenan apik banget! Dari otak sampeyan keluar ide cemerlang. Dari hati sampeyan keluar kebaikan. Malah dari sikil sampeyan ae keluar berkah! 😂😄😂",Mbak guru ki pancen luar biasa! Setiap kata-kata sampeyan itu emas. Setiap gerakan tangan sampeyan magic. Bahkan pas njagong ae aura sampeyan kelihatan! 😆🤣😆,Pak ustadz memang top markotop! Dari bibir njenengan metu hikmah. Dari mata njenengan sorot kebijaksanaan. Wong nganti pas ngedol bakso ae rejeki lancar! 😝😂😝,Kang ojek online iki bener-bener sultan! Motornya kenceng poll. Helmnya kece abis. Malah pas ngantri bensin ae tetep keliatan cool banget! 😄😆😄,Bu RT ki sosok yang inspiring banget! Setiap pengumuman dari sampeyan selalu on point. Setiap keputusan sampeyan bijaksana. Wong nganti pas nyapu halaman ae kelihatan elegan! 🤣😝🤣,not hate speech
"Dasar sialan, mamah gue lo sebut gila. Jancok banget puasa puasa tetep aja bajingan","Anjing banget, bapak gue lo bilang bodoh. Kontol tenan kerja keras-keras tetep aje dikecewain","Bangsat lo ya, adek gue dibilang jelek. Jancuk banget sekolah tinggi-tinggi malah diremehke","Sialan memang, guru gue lo panggil goblok. Asu tenan belajar rajin-rajin ujung-ujunge dihina","Kampret banget sih, kakak gue lo sebut miskin. Jancok wong wis kerjo keras malah dicemooh","Tai kucing lo ini, nenek gue dibilang pikun. Bajingan tenan umur tuwo-tuwo kok diledek",hate speech
