kalimat asli,augmented 1,augmented 2,augmented 3,augmented 4,augmented 5,label
"USER USER Katanya tidak perlu menganut agama tertentu untuk jadi manusia, ketika ada manusia dengan kekurangan fisik atau mental malah dihujat. Kemanusiaan silit mbahmu","USER USER Bilangnya nggak perlu menganut agama tertentu buat jadi manusia, tapi pas ada orang dengan kekurangan fisik atau mental malah dicaci. Kemanusiaan silit mbahmu","USER USER Ngomong ora perlu agama tartamtu ben dianggep manusia, giliran ana wong kekurangan fisik utawa mental kok malah dihujat. Kemanusiaan silit mbahmu","USER USER Katanya kemanusiaan tanpa agama itu cukup, tapi ketika ada orang difabel fisik/mental justru kalian nyinyir. Kemanusiaan silit mbahmu","USER USER Pada sok bilang humanis tanpa agama, eh pas ketemu manusia dengan keterbatasan fisik atau mental, kalian malah hina. Kemanusiaan silit mbahmu","USER USER Mulutmu bilang ora butuh agama apa pun buat jadi manusia, nanging yen ana wong cacat fisik utawa mental kok kowe malah ngenyek. Kemanusiaan silit mbahmu",hate speech
USER USER Gemoy singkatan dari Gemblung Monyor Monyor...alias Edan se edan2nya...,"USER USER Gemoy itu kepanjangan dari Gemblung Monyor-Monyor, alias edan sak edan-edane.","USER USER Gemoy = Gemblung monyor-monyor, pokoke edan pol-polan.","USER USER Gemoy maksude Gemblung Monyor Monyor, alias edan se edan2nya.","USER USER Gemoy iki singkatane Gemblung monyor2, edan tenan nganti pol.","USER USER Gemoy artine Gemblung Monyor-Monyor, edan pol sak edan-edane.",hate speech
"Dimarahin ibu karna kelai sama mba/adek ❎ Dimarahin ibu karna kelai sama ayam jago ✅  Bajingan ayam jancok brengsek, awas aja besok! Dasar ayam jago jelekkk goblooook 😭😭 Bjirr tu ayam beneran aku kejar sampe dia jerit-jerit, aku dapet terus aku paksa masok kandang!","Dimaki ibu gara-gara gelut karo mbak/adek ❎ Dimaki ibu gara-gara gelut karo ayam jago ✅ Bajingan jancuk iki pitik jago brengsek, awas ae sesok! Dasar jago elek goblok 😭😭 Bjirr ku kejar tu ayam sampe njerit-njerit, ketangkep terus tak paksa mlebu kandang!","Dimarahi emak karena tukaran sama mbak/adik ❎ Dimarahi emak karena tukaran sama pitik jago ✅ Anjeng bajingan jancok, jagonya kampret, tunggu wae besok! Ayam jago, raimu elek, goblok pol 😭😭 Bjiirr itu ayam tak kejar nganti jerit-jerit, ketangkep terus tak sodok mlebu kandang!","Disemprot ibu lantaran kelahi karo mbak/adek ❎ Disemprot ibu lantaran kelahi karo ayam jago ✅ Bajingannn jancuk, jago edan brengsek, awas yo sesok! Dasar pitik jago elek goblokkk 😭😭 Bjirrr ayam e tak uber sampe njerit, ketangkep tak pekso mlebu kandang!","Diceramahi ibu sebab gelut karo mbak/adek ❎ Diceramahi ibu sebab gelut karo pitik jago ✅ Kampret bajingan jancok, jagonya asu tenan, awas ae mbesok! Dasar ayam jago jelekkk gobloggg 😭😭 Bjirrr ku kejar tu ayam nganti jerit, iso tak cekel trus tak paksa masuk kandang!","Dimarahin mamak gara2 kelahi sama mbak/adek ❎ Dimarahin mamak gara2 kelahi sama ayam jago ✅ Bajingan jancok, jago sialan, awas kowe besok! Ayam jago elek ra mutu, goblok! 😭😭 Bjiir aku ngejar tuh ayam sampek jerit-jerit, ketangkep terus kupaksa mlebu kandang!",not hate speech
USER kurasa yg bodoh itu lo apa pa anies ... nnti di jelasin. lo bilng itu alaibi ..dasar jancuk ..jaringan anak cucu pki hhhhhh,"USER menurutku sing bodoh kuwi koe apa Pak Anies... nanti tak jelasin. lo bilang itu alibi... dasar jancuk, jaringan anak-cucu PKI hhhhhh","USER kayaknya yg goblok ya lo atau Pak Anies... bentar dijelasin. lo bilang itu alaibi... dasar jancuk, jaringan anak cucu PKI hahahaha","USER rasa-rasane sing tolol iku kowe opo Pak Anies... mengko dijelasno. kowe ngomong mung alibi... jancuk tenan, jaringan anak-cucu PKI hhh","USER menurut gue yang bego itu lu apa Pak Anies... ntar gue jelasin. lu bilang cuma alibi... dasar jancuk, jaringan anak turune PKI hehehe","USER kukira sing bloon kuwi kamu opo Pak Anies... mengko dakkandhani. kamu ngomong kuwi alibi... jancuk, jaringan anak cucu PKI hah!",hate speech
"USER USER USER At least kami gak pernah nyembah nabi, kami cuma mengimani dasar otak pekok,","USER USER USER Setidaknya kami ora tau nyembah nabi, kami cuma ngimani, dasar otak pekok.","USER USER USER Seenggaknya kami gak pernah sembah nabi, kami cuma mengimani, dasar otak pekok.","USER USER USER Paling ora kami ra tau nyembah nabi, sing kami lakoni mung ngimani, dasar otak pekok.","USER USER USER Minimal kami ora pernah nyembah nabi, kami yo mung percaya, dasar otak pekok.","USER USER USER At least kami gak tau nyembah nabi, yang kami lakuin cuma ngimani, dasar otak pekok.",hate speech
"USER Harusnya kang gasing de jong yg diganti, dasar xavi pekok","USER Kudune kang gasing de jong sing diganti, Xavi pancen pekok","USER Mestine kang gasing de jong itu yang dicoret, dasar Xavi pekok","USER Harusnya sing dibuang ya kang gasing de jong, Xavi iki pekok tenan","USER Mbok yo yang diganti kang gasing de jong, Xavi ra iso mikir, pekok","USER Seharusnya kang gasing de jong sing kena ganti, Xavi dasar pekok",hate speech
MAKAN ABUNYA SENDIRI DONG DASAR PEKOK,"Makan abumu sendiri dong, dasar pekok!","Mangan abune dewe saiki, kowe pekok!","Sikat tuh abumu, makan sendiri aja, wong pekok!","Abumu dimakan sendiri lah, pekok tenan!","Glek wae abune dewe, cepet, dasar pekok!",hate speech
OKE MATA GUA PICEK SODARA2 ITU STRAP SHOES???,"OKE MATAKU PICEK NIH, REK, IKI STRAP SHOES OPO???","ASTAGA MATA GUA RASANE PICEK, LHO, KUWI STRAP SHOES TA???","WADUH KAYAKNYA MATA GUE PICEK, SODARA2, ITU STRAP SHOES APA BUKAN???","LAH MATAKU RA WERUH TENAN, SEDULUR2, KUWI STRAP SHOES PO RA???","YA AMPUN MATAKU KOK PICEK YA, KONCO2, IKI STRAP SHOES OPO PIYE???",not hate speech
"Bisa, tp kalo baca map di central jakarta yg flyovernya gendeng aku kadang bingung","Iso, tapi nek maca map neng central Jakarta sing flyover-e gendeng, aku kadhang bingung.","Bisa kok, cuma pas baca peta di pusat Jakarta, flyover-e gendeng tenan, aku kadang malah bingung.","Boleh aja, tapi nek delok map wilayah Jakarta Pusat, flyovernya gendeng, aku kadhang bingung.","Bisa sih, kalo liat peta di Jakpus, flyover-nya gendeng, aku kadang-kadang mumet.","Iso wae, tapi nek maca peta ing central Jakarta sing flyover-ne gendeng, aku kadhang bingung.",not hate speech
tugas ga ada selesai selesainya asu,"tugas gak ada kelar-kelarnya, asu","tugas iki ora rampung-rampung, asu","tugas kok gak entek-entek wae, asu","tugas ra ono enteke blas, asu","tugas ga selesai-selesai terus wae, asu",not hate speech
problematik bgt asu pantes pada musuhan sm moa,"problematis bgt, asu, pantes wae pada musuhan sm moa","problematis pol iki, asu tenan, makane pada musuhan sm moa","iki problematik ra karuan, asu, ora kaget pada musuhan sm moa","pancen problematik, asu pol, pantes kabeh pada musuhan sm moa","problematis banget, asu, pantesan wong-wong pada musuhan sm moa",hate speech
mblenek muak pengen muntah hoek jijik gilo segala macam rasa kayak bosok tapi ga boleh goyah ayo bisa yok hoek,"mbleneg muak pengin muntah, hoek! jijik gilo rasane campur aduk koyo bosok, tapi ora oleh goyah, ayo iso yo, hoek","mblenger eneg parah sampe pengen muntah, hoek, jijik pol koyo ambu bosok, tapi ojo goyah, ayo bisa yok, hoek","mblenek muak banget, pengin muntah huwek, jijik gilo koyo barang bosok, tapi tetep kudu kuat, ayo iso yo, hoek","rasane mblenek enek, pengen muntah, hoek, jijik gilo kabeh koyo bosok, nanging ora kena goyah, ayo bisa yok, hoek","mblenek mual muak, sampe pengin muntah, hoek, jijik koyo bosok campur, tapi ojo ambyar, ayo kuat iso yo, hoek",not hate speech
USER USER USER USER USER diakui apa enggak tp bapak seluaruh rakyat indonesia...faktanya kmu jg ikut menikmati hasil kerjanya.....jangan munafiklahh...mau benci benci sewajarnya kalo over bisa gendeng kau 🤣...,"USER USER USER USER USER diakoni opo ora, tapi bapak sak rakyat Indonesia kuwi kerja, kowe yo melu ngrasakke asil kerjane... ojo munafik lah... benci ya sewajarnya, nek over kowe iso gendeng 🤣","USER USER USER USER USER ngaku gak ngaku tetep bapak seluruh rakyat Indonesia sing kerja, faktane kowe uga ikut nikmati... jangan munafik, benci boleh tapi nek kebablasan kowe dadi gendeng 😂","USER USER USER USER USER terserah kowe, diakoni ora diakoni, kowe tetep kecipratan hasil kerjane bapak sak Indonesia iki... ojo munafik, benci secukup e wae, over dikit wae langsung gendeng kowe 😜","USER USER USER USER USER kamu ora usah pura-pura, hasil kerjane bapak kabeh rakyat Indonesia yo kowe nikmati... munafik tenan kowe... benci ya wajar, tapi nek kelewihan bisa gendeng awakmu 🤣","USER USER USER USER USER diakui apa enggak, sing jelas kowe uga melu ngrasake kerjane bapak e rakyat Indonesia... ojo munafik, benci-benci santai wae, nek lebay terus kowe sing gendeng 😆",hate speech
USER USER catat itu pak berani ndak cari yang kasih ijin jgn cuma gembar gembor cangkeme tok polisi ki jare netral Kok bisa2nya kasih ijin,"USER USER catat ya pak, berani ora golek sing maringi ijin? ojo mung gembar-gembor, cangkeme tok. Polisi ki jare netral, kok iso-isone ngasih izin.","USER USER catet pak, wani ra nyari sapa sing ngijini? jangan cuma koar-koar, cangkemu thok. Polisi ki katanya netral, kok malah ngasih ijin.","USER USER tulis kuwi pak, berani ndak cari yang kasih izin? ojo cuma gembor-gembor, cangkeme tok. Polisi ki jare netral, kok iso-iso ngijini.","USER USER catat wae pak, wani ora golek sing ngasih ijin? jgn cuma bacote wae, cangkeme tok. Polisi ki jare netral kok iso ngijini.","USER USER dicatat pak, berani nggak cari yang ngasih izin? ojo mung koar, cangkemu thok. Polisi ki ngaku netral, kok bisa-bisane kasih ijin.",hate speech
"USER Terus, apa urusannya dengan loe drun?, orang loe kagak gablek duit, makan masih ngutang di warung, dasar pekok.🤣🤣🤣","USER Terus ngapain sih urusannya sama lu, drun? Lu aja kagak punya duit, makan masih ngutang nang warung, dasar pekok 🤣🤣🤣","USER Lah, hubungane opo karo lo, drun? Duit aja kagak ada, mangan wae isih utang ning warung, pekok tenan 🤣🤣🤣","USER Ngapain ikut campur, drun? Lu gablek duit, mangan isih ngutang neng warung, dasar pekok lu 🤣🤣🤣","USER Urusanmu apa, drun? Loe duit aja kagak punya, makan tetep ngutang di warung, pekok kok sok gaya 🤣🤣🤣","USER Emangnya urusane opo karo gue, drun? Kantong lo kering, mangan wae isih ngutang nang warung, dhasar pekok 🤣🤣🤣",hate speech
Onok gak se uwong seng kerjo secukupnya tapi sogeh? Kecuali wes warisan sogeh! Kok koyoke taek omongan work life balance. Nuruti cocot ngono yo miskin gan. Susu tak terbeli lek jare abah iwan fals,"Ono ora wong sing kerjo santai thok tapi iso sugih? Yen ora ya warisanan sugih! Omongan work life balance kuwi rasane koyok taek. Nuruti cocote wong ngono yo mlarat, gan. Susu wae ora ketuku, lek jare abah Iwan Fals.","Onok ta uwong kerjo seadanya trus bisa sogeh? Cuma nek wis sugih warisan! Ngobrol work life balance kuwi taek tok. Nurut cocot kae yo tetep miskin, gan. Susu ora kabeli, kata abah Iwan Fals.","Sopo sing kerjo secukup-e kok iso sugih? Kajaba wes warisan sogeh! Work life balance omongane pancen koyok taek. Yen mung nuruti cocot kuwi yo kere, gan. Susu wae ra iso tuku, lek jare abah Iwan Fals.","Ana gak uwong kerjo ala kadare terus dadi sugih? Kajaba warisanan sugih! Omongan soal work-life balance ki taek thok. Ngekor cocot ngono yo tetep melarat, gan. Susu tetap ora ketuku, lek jare abah Iwan Fals.","Ono opo uwong kerjo sak perlu-ne tapi dadi sugih? Yen ora ya wis warisanan sugih! Work life balance kuwi omong kosong kayak taek. Nuruti cocote kae yo ujunge miskin, gan. Susu tak terbeli, ngono jare abah Iwan Fals.",hate speech
USER setuju ya begitu kalo matanya picek bin kotok,"USER setuju, ya wajar gitu kalo matamu picek bin kotok.","USER bener lah, jadine ya ngono nek matane picek bin kotok.","USER sepakat, makane kalo mripatmu picek bin koyok kotok, ya ngono tumindake.","USER iya, pantes wae ngono yen matamu picek bin koyok pitik.","USER setuju kok, emang begitu nek matane picek bin kotok.",hate speech
Pasti Kepseknya dari Umat Agama Damai nih.. dasar sontoloyo 👊🏻🐫🐪 https://t.co/wyFiLK3PvW,"Kepseknya iki mesti saka Umat Agama Damai, dasar sontoloyo 👊🏻🐫🐪 https://t.co/wyFiLK3PvW","Pancen kepsekné saka Umat Agama Damai, yo dasar sontoloyo 👊🏻🐫🐪 https://t.co/wyFiLK3PvW","Kepala sekolahnya kayaknya dari Umat Agama Damai, koyok ngene yo sontoloyo 👊🏻🐫🐪 https://t.co/wyFiLK3PvW","Wes ketok, kepseknya wong Umat Agama Damai, dasar sontoloyo ki 👊🏻🐫🐪 https://t.co/wyFiLK3PvW","Jelas kepseknya kaum Umat Agama Damai, ra kaget, dasar sontoloyo 👊🏻🐫🐪 https://t.co/wyFiLK3PvW",hate speech
USER belum aja skillnya dipake semua udah pada tantrum. ntar debut aktor pasti pada tantrum noh si asu,"Skill USER aja durung kepake, wes pada tantrum kabeh. Mengko pas debut aktor pasti pada tantrum meneh, noh si asu.","Baru juga skill-nya USER ora dicoba, kok kabeh wis tantrum. Ntar aktor debut, yakin pada tantrum maning, dasar si asu.","Belum juga skill USER dipake, wong-wong wis pada tantrum. Nanti begitu aktor debut, ya pada tantrum maneh, si asu iki.","Skill-nya USER aja durung kepake, kabeh malah tantrum dhisik. Pas aktor debut mengko, mesti pada tantrum maneh, eh si asu.","USER baru mau pake skill wae, wong-wong wis ngamuk tantrum; mengko aktor debut, podo tantrum maneh, dasar asu.",hate speech
"USER USER USER Ini lah barisan sakit hati,selalu congor bau kedengkian dan tolol di hati serta otak kalian dungu. Hahahhaha cie cie sakit hati ni ye hehe. Bukan urusan saya hehehehe","USER USER USER Barisan lara ati iki, congor kalian selalu ambu iri dengki, otak kalian dungu lan tolol. Hahaha cie cie lara ati yo, hehe. Bukan urusan saya.","USER USER USER Ini barisan sakit hati, congor-mu bau kedengkian terus, ati karo otak kalian ya dungu kabeh. Hahahaha cie cie sakit hati nih ye, hehe. Bukan urusan saya.","USER USER USER Wong-wong baper iki, congor kalian ambune iri dengki, isi otak kalian pada tolol dungu. Hahaha cie-cie lara ati ya kan, hehe. Bukan urusan saya.","USER USER USER Tim lara ati, congor kalian ora adoh saka dengki, hati lan otak kalian dungu kabeh. Hahahaha cie cie lara ati nih ye, hehe. Bukan urusan saya hehehe.","USER USER USER Cuma barisan lara ati, congor bau iri mulu, otak kalian dungu tolol kabeh. Hahaha cie cie sakit hati ni ye, hehe. Bukan urusan saya.",hate speech
Kadfun pekok sll bawa2 binatang2. Dasar kadrun  guuoobllokkkk,Kadrun pekok iki seneng bawa-bawa binatang. Dasar kadrun goobblooookkk.,"Kadfun ra nduwe otak, dikit-dikit nyeret-nyeret binatang. Dasar kadrun gobloook!","Kadrun pekok, apa-apa kok bawa2 hewan wae. Dasar kadrun gooblokkkk.","Saben wektu kadrun iki bawa-bawa binatang, pekok tenan. Dasar kadroon goblokkk.","Kadrun iki pekok, seneng ngangkat-angkat binatang nang obrolan. Dasar kadrun goblok pol.",hate speech
"SERBA SALAH JANCOK GA UP DI BILANG MULTIS YA KETAUAN LU SLAMA INI GA STAN BTS DOANG ADA IDOL LAIN MAKA NYA GA UP,, PAS UP TETEP AJA SALAH NGAKU OT7 TAPI MEMBER INI ITU GA ADA... LAH ANJ KALO BISA GUE MASUKIN SKALIAN BANG PD NIM GA CUMA MEM BTS DOANG,, SALAH MULU SAT😑","Serba salah jancok, ga up dibilang multis, ketauan lu dari dulu ga stan BTS doang, ada idol lain makane ga up; pas up tetep aja salah, ngaku OT7 tapi member ini-itu ga ada. Lah anj, kalo bisa gue masukin sekalian kabeh bang pd nim, ga cuma mem BTS doang, salah mulu sat.","JANCOK serba salah, gue ga up langsung dicap multis; ketauan lu slama ini bukan stan BTS doang, ada idol lain makanya ga up. Giliran up pun tetep salah, ngaku OT7 tapi member ini itu hilang; lah anjing, kalo bisa gue masukin sekalian bang pd nim, ga cuma mem BTS doang, salah wae cuk.","Cok, serba salah iki: ga up dibilang multi, jelas lu ketok ketauan dari kemaren ga stan BTS tok, ana idol liyo makane ga up; pas up tetep salah, ngaku OT7 tapi member iki-iku ora ana. Lah njing, kalo bisa gue tempelin sekalian kabeh bang pd nim, dudu mem BTS tok, salah terus asu.","Serba salah asu, ga up lu teriak multis, ketauan slama ini lu ga stan BTS doang, ada idol lain jadi ya ga up; begitu up tetep disalahin, ngaku OT7 tapi member ini-itu ga ada. Lah jancok, kalo bisa gue gas masukin sekalian bang pd nim, bukan cuma mem BTS doang, salah mulu njir.","Jancok, apa-apa salah: gue ga up dibilang multi, ketauan banget lu dari kemaren bukan stan BTS doang, ada idol lain makanya gue ga up; pas gue up tetep aja salah, ngaku OT7 tapi member situ-situ ga ada. Lah anjing, kalo bisa gue masukin sekalian kabeh bang pd nim, bukan cuma mem BTS doang, salah wae sat.",hate speech
"Halah SM award SM award lambemu, giliran idol SM gak menang dibilang flop. Dasar kurang kerjaan","Halah, SM award SM award, lambemu. Giliran idol SM gak menang, langsung kowe bilang flop. Dasar kurang kerjaan.","Halah, SM award SM award, ndasmu. Giliran idol SM ora menang, koen koar-koar bilang flop. Dasar wong kurang gawe.","SM award SM award teriak terus, cangkemu; pas idol SM gak juara, malah dibilang flop. Dasar ora ana kerjaan.","Halah, SM award tok sing dirembug, lambemu; idol SM gak juara dikit, kok langsung dicap flop. Dasar nganggur ae kowe.","SM award SM award mulu, lambemu; idol SM gak menang setitik wae, kok langsung ngecap flop. Dasar ora duwe kerjaan.",hate speech
USER Nenek kakekmu yang bego. Goblok n pekok.. Dasar turunan londo ireng,"USER Mbahmu kuwi bego kabeh. Goblok lan pekok, dasar turunan londo ireng.","USER Nenek-kakekmu bego kok. Pekok n goblok, dasar turunan londo ireng.","USER Kakek nenekmu bego, goblok, pekok. Dasar turunan londo ireng!",USER Mbah-mu sing bego. Goblok lan pekok.. Dasar keturunan londo ireng.,"USER Nenek kakekmu itu bego. Goblok n pekok, dasar turunan londo ireng.",hate speech
"USER Dasar pekok nih presiden ! dia yg mimpin pemerintahan dia sendiri yg menyalahkan pemerintah, pusing2 deh lu..!!","USER Dasar presiden pekok! Kowe sing mimpin pemerintahan kok malah nyalahke pemerintah, pusing banget lu!","USER Pekok tenan iki presiden, sing mimpin pemerintahan dhewe kok yo nyalahin pemerintah, pusing2 lu!","USER Presiden goblok pekok, kowe mimpin pemerintahan tapi kowe dhewe sing nyalahke pemerintah, mumet ra lu!","USER Eh presiden o'on, ngurus pemerintahan kok malah nyalahke pemerintah, pusing dewe lu!","USER Presidenmu ki pekok pol! Kowe sing mimpin pemerintahan malah nyalahin pemerintah, bikin pusing aja lu!",hate speech
Apa sih kontol bikin emosi aja.  Bisa2nya nyalahin anak2 gw dahal yang bajingan tu ya SM blok.  Agensi penjilat lo bela? dasar oon.  Haaah lepas landas emosiku jancuk https://t.co/Ovldv4H5fH,"Kontol, apaan sih bikin gue emosi. Kok iso-iso nyalahin anak2 gw, padahal sing bajingan kuwi ya SM blok. Agensi penjilat masih lo bela? dasar oon. Emosiku wis mbledhos jancuk https://t.co/Ovldv4H5fH","Apa anjir, kontol, panasno wae. Bisa-bisanya nyalain anak2 gue, padahal bajingane ya SM blok. Agensi penjilat kok iseh lo bela? dasar ndlogok. Emosiku meledak jancuk https://t.co/Ovldv4H5fH","Kontol, njaluk gelut iki, emosi gue diudek-udek. Nyalahin anak2 gw tuh, padahal sing bangsat ya SM blok. Masih bela agensi penjilat? goblok, oon tenan. Jancuk, emosiku uwis muak https://t.co/Ovldv4H5fH","Apaan sih kontol, bikin gue naik pitam wae. Kok tega nyalahin anak2 gw, padahal bajingan asli ya SM blok. Lo bela agensi penjilat pula? dasar ndasmu oon. Jancuk, emosiku take off https://t.co/Ovldv4H5fH","Kontol bener, bikin emosi tok. Iso2nya lo nyalahin anak2 gue, padahal sing bajingan yo SM blok. Agensi penjilat tetep dibela? tolol, oon kowe. Haaah, emosiku wis ngudara jancuk https://t.co/Ovldv4H5fH",hate speech
Tiba² teringat adegan ini wkwkwkwkkwkwkwkwkwkwkkwkwk 🤣🤣 ini anime emang gemblung parah wkwkkwwkkw https://t.co/5NdKxn8fYp,Mendadak keinget adegan iki wkwkwk 🤣🤣 iki anime pancen gemblung pol wkwkkw https://t.co/5NdKxn8fYp,"Barusan kelingan scene iki, ngakak tenan wkwkwkw 🤣🤣 animene edan parah wkwk https://t.co/5NdKxn8fYp",Tiba-tiba kepikiran adegan iki wkwkwk 🤣🤣 anime iki konyol sak pol-polane wkwk https://t.co/5NdKxn8fYp,"Kok langsung keinget adegan iki, wkwkwk 🤣🤣 iki anime gila banget, gemblung pisan wkwk https://t.co/5NdKxn8fYp","Mendadak kelingan bagian iki wkwkwk 🤣🤣 animene pancen gemblung tenan, ngakak pol wkwk https://t.co/5NdKxn8fYp",not hate speech
USER USER USER USER USER USER USER USER USER USER USER Lama-lama gendeng juga ngeliat hoaax yang mereka sebarin ya,"USER USER USER USER USER USER USER USER USER USER USER Lama-lama iso gendeng ndelok hoax-hoax sing disebar karo mereka, ya",USER USER USER USER USER USER USER USER USER USER USER Suwe-suwe kok rasane edan wae ngeliat hoaks yang mereka sebarin ya,"USER USER USER USER USER USER USER USER USER USER USER Aku bisa gendeng tenan ndelok hoax sing padha disebar ambé mereka, ya","USER USER USER USER USER USER USER USER USER USER USER Lama-lama dadi edan yo, melihat hoax2 sing mereka tebar terus","USER USER USER USER USER USER USER USER USER USER USER Suwe-suwe ndelok hoax yang mereka sebarin kuwi gawe aku gendeng, ya",not hate speech
"ALIAS TEMAN2 AK STOP NYURUH AK JADI JOKI BAHASA INGGRIS, KALIAN BAHKAN GA NGASI AK KOMISI BAJINGAN SILIT E NANG RAI","Alias temen2 ak, stop nyuruh ak jadi joki bahasa Inggris; kalian bahkan gak ngasih aku komisi, bajingan, silitmu nang rai","Teman2, wis cukup nyuruh aku joki Inggris; kowe-kowe wae ora menehi komisi, bajingan, silitmu neng rai","Eh alias, jangan lagi nyuruh ak jadi joki bahasa Inggris, kalian aja gak kasih komisi, bajingan, silit e neng rai","Pokoknya kawan2 ak berhenti nyuruh aku joki Inggris; sepeser komisi wae ora ana, bajingan, silitmu nempel nang rai","Temen2, stop lah nyuruh ak joki bahasa Inggris; aku malah ra diwenehi komisi, bajingan, silitmu neng rai",hate speech
"oh may waktu habis itu jd berisik, kalo june niki pas gua dah rela ky OH ASU KAU https://t.co/YVfnYqrFEq","oh my, waktune entek malah dadi berisik, nek June iki pas gue udah rela ky, OH ASU KAU https://t.co/YVfnYqrFEq","oh may, pas waktu habis kok jadi rame; nek June niki gue wis rela ky, OH ASU KAU https://t.co/YVfnYqrFEq","oh my, waktu abis langsung berisik, kalo June iki pas gua udah nrimo ky, OH ASU KOWE https://t.co/YVfnYqrFEq","oh may, bar wae waktune entek terus berisik, nek June niki gue dah ikhlas ky, OH ASU KAU! https://t.co/YVfnYqrFEq","oh my, sawise waktu habis malah ribut, kalo June iki pas aku udah rela ky, OH ASU KOE https://t.co/YVfnYqrFEq",not hate speech
"Jancok ipk hanyalah angka katanya 😭 kalo ipk hanyalah angka tingkat pengangguran gabakal setinggi ini, dasar torpedo kambing","Jancok, katanya IPK cuma angka 😭; kalau bener cuma angka, tingkat pengangguran ra bakal setinggi iki, dasar torpedo wedhus.","Jancok, IPK dibilang cuma angka? Kalo emang cuma angka, kok pengangguran iso dhuwur ngene, goblok, torpedo kambing.","Asu tenan, IPK cuma angka katanya 😭; kalau IPK cuma angka, pengangguran mesthi ora nembus setinggi iki, ndasmu torpedo wedhus.","Jancok, ngomong IPK hanya angka, ya? Andai IPK sekadar angka, tingkat pengangguran gak bakal segini tingginya, raimu torpedo kambing.","Jancok, IPK cuma angka katanya; coba kalo bener cuma angka, kenapa pengangguran malah numpuk ngono, dasar torpedo kambing, cok.",hate speech
"gw kl haid berdiri lama aja ga sanggup krn memew gw ky pgn jatoh😭💔😭💔😭💔😭💔 tp dibilang lebay, ky?????? woi sini lu cb dah rasain sendiri jancok","gue kalo lagi haid berdiri lama aja ga kuat, memew gue berasa mau jatoh 😭💔 tapi malah dibilang lebay, ha? woi sini lo coba rasain dhewe, jancok","gw pas mens berdiri kelamaan udah ambyar, memew kaya pengen copot, tapi masih aja disebut lebay, ya? kene lo cobak dewe, jancok","lagi haid, berdiri lama aja gw ga sanggup, memew rasane kaya arep tiba, tapi dibilang lebay, piye? woi kowe mriki rasakno dewe, jancok","setiap haid gw berdiri lama tuh ga kuat, memew berasa mo njebluk, eh malah dibilang lebay, cuk? sini lo rasain sendiri, jancok","gw kalo haid berdiri lamaan dikit udah nyiksa, memew gw serasa mau rontok 😭💔, tapi pada bilang lebay, hah? woi kene rasakno dhewe, jancok",hate speech
Ngga jadi jancok cowonya gay bangsat,,,,,,hate speech
"USER USER USER Mending congor lu yang di sekolahin USER tolol banget, pernyataan mana yang keliru dalam argumentasi diatas, bukanya IKN emang harusnya HUTAN? TOLOL","USER USER USER Mending congor lu disekolahin dulu, USER tolol banget; pernyataan sing endi sing keliru nang argumen ndhuwur? bukannya IKN kui mestine HUTAN? TOLOL","USER USER, bacot lu sekolahin gih, dasar tolol; pernyataan ngendi sing salah ing argumentasi ndhuwur? IKN itu kudu HUTAN kan? TOLOL","USER, congor mu mending disekolahin dhisik, lu tolol kebangetan; pernyataan mana sing keliru neng argumen di atas, lha IKN ya seharusé HUTAN to? TOLOL","USER USER USER, mulu ngoceh, congor lu sekolahin dulu lah, tolol; pernyataan endi sing kleru ing argumentasi kae? IKN kuwi emang HUTAN semestine, paham ora, TOLOL","USER USER, mending congor lu dididik sik, tolol; pernyataan mana sing salah saka argumen ndhuwur? IKN mestine HUTAN, T O L O L",hate speech
"USER Mak Lambe Waras USER Entah siapa ini yang Mbuat, tapi saya Setuju 😄😄🙏 https://t.co/aXcySMXKP3","USER Mak Lambe Waras USER Ora ngerti sopo sing nggawe iki, tapi aku setuju tenan 😄😄🙏 https://t.co/aXcySMXKP3","USER Mak Lambe Waras USER Gak jelas iki sopo sing mbuat, tapi aku yo setuju kok 😄😄🙏 https://t.co/aXcySMXKP3","USER Mak Lambe Waras USER Siapa wae sing nggarap iki aku kurang paham, nanging aku setuju banget 😄😄🙏 https://t.co/aXcySMXKP3","USER Mak Lambe Waras USER Entuk saka sopo aku ora ngerti, sing penting aku setuju wae 😄😄🙏 https://t.co/aXcySMXKP3","USER Mak Lambe Waras USER Ra ngerti iki sing nggawe sopo, pokoke aku setuju pisan 😄😄🙏 https://t.co/aXcySMXKP3",not hate speech
USER USER Itu nungging dikit juga udh keliatan silit kak 😭,"USER USER Baru nungging dikit aja, silitmu wis ketok, kak 😭","USER USER Nungging sedikit wae udah keliatan silit, kak 😭","USER USER Dikit aja nungging, langsung ketok silitmu, kak 😭","USER USER Nungging tipis-tipis tok, silitmu ketok jelas, kak 😭","USER USER Nungging sithik wae, silitmu wes nyongol, kak 😭",not hate speech
Enteng banget cangkeme koyo sendal hotel,"Mulutmu enteng pol, koyo sendal hotel.","Cangkemmu enteng banget, persis sendal hotel.","Enteng tenan cangkemu, kaya sendal hotel.","Ceplas-ceplos cangkemmu, koyo sendal hotel.","Cangkeme ringan banget, koyo sendal hotel gratisan.",hate speech
